StockCode,Description,AvgPrice,PriceStd,MinPrice,MaxPrice,TotalQuantitySold,AvgQuantityPerOrder,TotalOrders,TotalRevenue,AvgRevenuePerOrder,UniqueCustomers,CountriesServed,PriceVariability,PopularityScore,RevenuePerCustomer,ProductCategory
20694,FLORAL PINK MONSTER,4.93,1.81,3.75,7.62,41,2.56,16,172.62,10.79,10,5,0.3671399594320487,0.007352941176470588,17.262,Low_Performer
20695,FLORAL BLUE MONSTER,4.25,0.0,4.25,4.25,5,1.25,4,21.25,5.31,4,1,0.0,0.001838235294117647,5.3125,Low_Performer
20696,FLORAL SOFT CAR TOY,4.81,1.91,3.29,7.62,52,1.86,28,223.77,7.99,10,5,0.3970893970893971,0.012867647058823529,22.377000000000002,Low_Performer
20697,LITTLE GREEN MONSTER SOFT TOY,2.55,0.0,2.55,2.55,18,1.8,10,45.9,4.59,8,1,0.0,0.004595588235294118,5.7375,Low_Performer
20698,LITTLE PINK MONSTER SOFT TOY,2.55,0.0,2.55,2.55,17,1.89,9,43.35,4.82,8,1,0.0,0.004136029411764706,5.41875,Low_Performer
20699,MOUSEY LONG LEGS SOFT TOY,3.04,1.06,2.46,5.06,88,2.32,38,243.16,6.4,10,3,0.3486842105263158,0.017463235294117647,24.316,Low_Performer
20700,GREEN CAT FLORAL CUSHION COVER,5.0,2.16,3.75,10.17,72,1.36,53,341.04,6.43,5,4,0.43200000000000005,0.024356617647058824,68.208,Low_Performer
20701,PINK CAT FLORAL CUSHION COVER,4.07,0.15,3.75,4.13,25,1.39,18,100.97,5.61,4,2,0.036855036855036855,0.008272058823529412,25.2425,Low_Performer
20702,PINK PADDED MOBILE,4.3,0.72,2.08,8.29,133,3.24,41,545.42,13.3,31,6,0.16744186046511628,0.01884191176470588,17.594193548387096,Low_Performer
20703,BLUE PADDED SOFT MOBILE,4.25,,4.25,4.25,1,1.0,1,4.25,4.25,1,1,,0.00045955882352941176,4.25,Low_Performer
20704,MR ROBOT SOFT TOY,5.82,3.89,1.95,14.43,214,4.98,43,683.8,15.9,38,7,0.6683848797250859,0.019761029411764705,17.99473684210526,Low_Performer
20705,MRS ROBOT SOFT TOY,4.91,2.5,1.95,6.95,142,5.26,27,426.9,15.81,26,4,0.5091649694501018,0.012408088235294117,16.41923076923077,Low_Performer
20707,CRAZY DAISY HEART DECORATION,1.09,0.53,0.83,2.51,416,2.93,142,421.4,2.97,21,4,0.4862385321100917,0.06525735294117647,20.066666666666666,Low_Performer
20711,JUMBO BAG TOYS,3.12,1.06,1.65,4.21,4934,9.71,508,10831.0,21.32,149,9,0.33974358974358976,0.23345588235294118,72.69127516778524,Low_Performer
20712,JUMBO BAG WOODLAND ANIMALS,2.94,1.06,1.65,5.06,8849,10.67,829,20226.53,24.4,242,17,0.36054421768707484,0.38097426470588236,83.58070247933884,Low_Performer
20713,JUMBO BAG OWLS,2.76,1.03,1.65,4.21,12870,19.83,649,26008.65,40.07,205,16,0.3731884057971015,0.29825367647058826,126.87146341463415,Low_Performer
20716,PARTY FOOD SHOPPER BAG,1.31,0.56,0.83,2.51,403,5.45,74,475.44,6.42,32,5,0.4274809160305344,0.03400735294117647,14.8575,Low_Performer
20717,STRAWBERRY SHOPPER BAG,1.68,0.64,0.83,3.36,2767,6.92,400,3446.31,8.62,145,10,0.380952380952381,0.18382352941176472,23.767655172413793,Low_Performer
20718,RED RETROSPOT SHOPPER BAG,1.78,0.8,1.06,3.36,4652,8.37,556,6443.63,11.59,233,13,0.44943820224719105,0.2555147058823529,27.655064377682404,Low_Performer
20719,WOODLAND CHARLOTTE BAG,1.21,0.55,0.72,2.51,12572,15.44,814,15942.23,19.59,235,16,0.4545454545454546,0.3740808823529412,67.83927659574468,Low_Performer
20723,STRAWBERRY CHARLOTTE BAG,1.2,0.57,0.72,2.51,9506,13.68,695,12088.3,17.39,225,12,0.475,0.3193933823529412,53.72577777777777,Low_Performer
20724,RED RETROSPOT CHARLOTTE BAG,1.15,0.56,0.72,5.63,17046,16.83,1013,20839.82,20.57,328,15,0.4869565217391305,0.4655330882352941,63.53603658536585,Low_Performer
20725,LUNCH BAG RED RETROSPOT,2.14,1.09,1.45,8.33,18436,12.14,1519,33985.87,22.37,523,19,0.5093457943925234,0.6980698529411765,64.98254302103251,Low_Performer
20726,LUNCH BAG WOODLAND,2.18,1.13,1.45,8.33,9535,9.61,992,17451.53,17.59,368,18,0.5183486238532109,0.45588235294117646,47.42263586956521,Low_Performer
20727,LUNCH BAG BLACK SKULL.,2.1,1.08,1.45,8.33,11863,9.39,1264,21733.11,17.19,454,12,0.5142857142857143,0.5808823529411765,47.870286343612335,Low_Performer
20728,LUNCH BAG CARS BLUE,2.06,1.01,1.45,5.06,11362,10.18,1116,20847.74,18.68,470,17,0.49029126213592233,0.5128676470588235,44.35689361702128,Low_Performer
20731,POSY CANDY BAG,1.2,0.38,0.83,2.08,103,5.72,18,132.84,7.38,9,1,0.3166666666666667,0.008272058823529412,14.76,Low_Performer
20733,GOLD MINI TAPE MEASURE,0.85,0.1,0.72,1.63,1227,6.1,201,950.55,4.73,31,6,0.11764705882352942,0.09237132352941177,30.66290322580645,Low_Performer
20734,SILVER MINI TAPE MEASURE,1.81,0.35,1.63,2.51,156,5.78,27,268.86,9.96,1,2,0.19337016574585633,0.012408088235294117,268.86,Low_Performer
20735,BLACK MINI TAPE MEASURE,1.11,0.45,0.72,2.51,508,4.75,107,514.78,4.81,12,4,0.4054054054054054,0.04917279411764706,42.89833333333333,Low_Performer
20748,KENSINGTON COFFEE SET,12.84,3.99,2.08,24.96,105,3.09,34,808.33,23.77,26,1,0.3107476635514019,0.015625,31.089615384615385,Low_Performer
20749,ASSORTED COLOUR MINI CASES,8.08,1.72,6.35,16.98,1676,4.57,367,11943.67,32.54,231,15,0.21287128712871287,0.16865808823529413,51.704199134199136,Low_Performer
20750,RED RETROSPOT MINI CASES,8.1,1.83,6.35,16.98,1718,4.58,375,12395.75,33.06,230,20,0.22592592592592595,0.1723345588235294,53.8945652173913,Low_Performer
20751,FUNKY WASHING UP GLOVES ASSORTED,2.35,0.68,1.69,4.21,967,4.86,199,2029.06,10.2,126,9,0.2893617021276596,0.09145220588235294,16.103650793650793,Low_Performer
20752,BLUE POLKADOT WASHING UP GLOVES,2.42,0.72,2.1,4.21,398,2.74,145,901.55,6.22,92,8,0.2975206611570248,0.0666360294117647,9.79945652173913,Low_Performer
20754,RETROSPOT RED WASHING UP GLOVES,2.52,0.85,1.69,4.21,1433,4.94,290,3019.05,10.41,145,9,0.33730158730158727,0.1332720588235294,20.821034482758623,Low_Performer
20755,BLUE PAISLEY POCKET BOOK,1.0,0.31,0.85,1.66,284,4.81,59,252.47,4.28,42,4,0.31,0.027113970588235295,6.011190476190476,Low_Performer
20756,GREEN FERN POCKET BOOK,0.85,0.0,0.85,0.85,63,2.86,22,53.55,2.43,20,3,0.0,0.01011029411764706,2.6774999999999998,Low_Performer
20757,RED DAISY POCKET BOOK,0.92,0.22,0.85,1.63,160,4.71,34,138.34,4.07,30,3,0.23913043478260868,0.015625,4.6113333333333335,Low_Performer
20758,ABSTRACT CIRCLES POCKET BOOK,0.85,0.0,0.85,0.85,150,3.57,42,127.5,3.04,36,1,0.0,0.019301470588235295,3.5416666666666665,Low_Performer
20759,CHRYSANTHEMUM POCKET BOOK,0.85,0.0,0.85,0.85,61,3.21,19,51.85,2.73,17,1,0.0,0.008731617647058824,3.0500000000000003,Low_Performer
20760,GARDEN PATH POCKET BOOK,0.9,0.26,0.85,2.08,100,4.35,23,123.13,5.35,19,2,0.2888888888888889,0.010569852941176471,6.480526315789473,Low_Performer
20761,BLUE PAISLEY SKETCHBOOK,4.52,1.53,3.75,7.62,107,1.84,58,457.22,7.88,44,5,0.33849557522123896,0.02665441176470588,10.391363636363637,Low_Performer
20762,GREEN FERN SKETCHBOOK,4.09,1.1,3.75,7.62,105,1.91,55,412.62,7.5,43,4,0.26894865525672373,0.025275735294117647,9.595813953488372,Low_Performer
20763,DAISY SKETCHBOOK,4.1,1.38,1.25,7.62,56,2.24,25,181.29,7.25,23,4,0.33658536585365856,0.011488970588235295,7.882173913043478,Low_Performer
20764,ABSTRACT CIRCLES SKETCHBOOK,4.59,1.57,3.75,7.62,140,1.87,75,588.23,7.84,46,5,0.34204793028322444,0.034466911764705885,12.787608695652175,Low_Performer
20765,CHRYSANTHEMUM SKETCHBOOK,4.21,1.24,3.75,7.62,100,1.75,57,404.84,7.1,45,3,0.29453681710213775,0.02619485294117647,8.996444444444444,Low_Performer
20766,GARDEN PATH SKETCHBOOK,4.46,1.51,2.95,7.62,118,2.07,57,478.57,8.4,41,4,0.33856502242152464,0.02619485294117647,11.672439024390243,Low_Performer
20767,BLUE PAISLEY JOURNAL,2.85,0.83,2.1,5.06,249,3.19,78,651.1,8.35,51,5,0.29122807017543856,0.035845588235294115,12.766666666666667,Low_Performer
20768,GREEN FERN JOURNAL,2.65,0.58,2.1,5.06,174,3.28,53,433.47,8.18,32,4,0.21886792452830187,0.024356617647058824,13.5459375,Low_Performer
20769,DAISY JOURNAL,2.69,0.61,2.46,4.96,75,2.42,31,197.67,6.38,21,4,0.22676579925650558,0.014246323529411764,9.412857142857142,Low_Performer
20770,ABSTRACT CIRCLE JOURNAL,2.5,0.06,2.1,2.55,170,2.5,68,411.73,6.05,23,5,0.024,0.03125,17.901304347826088,Low_Performer
20771,CHRYSANTHEMUM JOURNAL,2.79,0.77,2.46,4.96,93,2.51,37,244.18,6.6,20,4,0.27598566308243727,0.017003676470588234,12.209,Low_Performer
20772,GARDEN PATH JOURNAL,2.77,0.74,2.46,5.06,182,2.89,63,479.29,7.61,40,5,0.26714801444043323,0.028952205882352942,11.98225,Low_Performer
20773,BLUE PAISLEY NOTEBOOK,1.65,0.0,1.65,1.65,52,2.36,22,85.8,3.9,19,2,0.0,0.01011029411764706,4.515789473684211,Low_Performer
20774,GREEN FERN NOTEBOOK,1.65,0.07,1.63,2.08,95,2.16,44,161.27,3.67,22,3,0.042424242424242434,0.02022058823529412,7.330454545454546,Low_Performer
20775,DAISY NOTEBOOK,1.72,0.37,1.63,3.36,130,2.1,62,226.98,3.66,19,2,0.21511627906976744,0.02849264705882353,11.946315789473683,Low_Performer
20777,CHRYSANTHEMUM NOTEBOOK,1.7,0.33,1.63,3.36,163,2.06,79,272.59,3.45,32,4,0.19411764705882353,0.03630514705882353,8.5184375,Low_Performer
20778,GARDEN PATH NOTEBOOK,1.7,0.15,1.65,2.08,16,2.0,8,27.26,3.41,8,2,0.08823529411764706,0.003676470588235294,3.4075,Low_Performer
20780,BLACK EAR MUFF HEADPHONES,7.86,2.77,4.65,11.02,45,1.67,27,301.72,11.17,12,3,0.3524173027989822,0.012408088235294117,25.143333333333334,Low_Performer
20781,GOLD EAR MUFF HEADPHONES,5.87,2.17,1.95,11.02,34,1.42,24,201.24,8.38,20,3,0.36967632027257236,0.011029411764705883,10.062000000000001,Low_Performer
20782,CAMOUFLAGE EAR MUFF HEADPHONES,7.54,2.87,1.95,11.02,53,1.96,27,368.08,13.63,13,4,0.3806366047745358,0.012408088235294117,28.313846153846153,Low_Performer
20785,FUSCHIA RETRO BAR STOOL,39.15,1.79,35.95,39.95,14,2.8,5,523.3,104.66,4,1,0.045721583652618136,0.002297794117647059,130.825,Low_Performer
20793,BLUE TILED TRAY,6.75,0.0,6.75,6.75,8,2.0,4,54.0,13.5,4,1,0.0,0.001838235294117647,13.5,Low_Performer
20794,BLUE TILE HOOK,3.52,1.23,2.1,5.06,98,3.63,27,277.83,10.29,16,4,0.3494318181818182,0.012408088235294117,17.364375,Low_Performer
20795,LARGE BLUE PROVENCAL CERAMIC BALL,2.65,0.95,2.1,4.13,49,4.45,11,113.05,10.28,7,3,0.3584905660377358,0.00505514705882353,16.15,Low_Performer
20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.86,0.58,1.65,3.29,54,6.75,8,90.74,11.34,8,2,0.31182795698924726,0.003676470588235294,11.3425,Low_Performer
20798,CLEAR MILKSHAKE GLASS,2.1,0.01,2.08,2.1,41,6.83,6,86.0,14.33,6,1,0.0047619047619047615,0.0027573529411764708,14.333333333333334,Low_Performer
20801,LARGE PINK GLASS SUNDAE DISH,1.63,1.23,0.75,5.06,1003,12.23,82,1158.28,14.13,48,4,0.7546012269938651,0.03768382352941176,24.13083333333333,Low_Performer
20802,SMALL GLASS SUNDAE DISH CLEAR,1.95,0.85,0.42,3.36,661,11.02,60,937.77,15.63,39,2,0.4358974358974359,0.027573529411764705,24.045384615384616,Low_Performer
20803,SMALL PINK GLASS SUNDAE DISH,1.09,1.19,0.39,3.36,938,24.05,39,473.09,12.13,27,4,1.091743119266055,0.017922794117647058,17.52185185185185,Low_Performer
20816,GOLD FLOWER CUSHION COVER,1.95,0.0,1.95,1.95,8,4.0,2,15.6,7.8,1,1,0.0,0.0009191176470588235,15.6,Low_Performer
20818,GOLD TEDDY BEAR,5.54,2.91,1.25,7.62,15,3.0,5,42.7,8.54,3,1,0.5252707581227437,0.002297794117647059,14.233333333333334,Low_Performer
20819,SILVER TEDDY BEAR,4.04,1.62,2.46,7.46,59,2.36,25,225.97,9.04,13,4,0.400990099009901,0.011488970588235295,17.38230769230769,Low_Performer
20820,SILVER LOOKING MIRROR,4.95,0.0,4.95,4.95,5,2.5,2,24.75,12.38,2,1,0.0,0.0009191176470588235,12.375,Low_Performer
20821,GOLDIE LOOKING MIRROR,4.54,1.08,2.08,4.95,26,3.71,7,102.87,14.7,6,1,0.2378854625550661,0.003216911764705882,17.145,Low_Performer
20823,GOLD WINE GOBLET,0.79,0.0,0.79,0.79,164,20.5,8,129.56,16.2,7,1,0.0,0.003676470588235294,18.50857142857143,Low_Performer
20826,SILVER APERITIF GLASS,0.88,0.84,0.39,2.12,240,34.29,7,114.36,16.34,6,1,0.9545454545454545,0.003216911764705882,19.06,Low_Performer
20827,GOLD APERITIF GLASS,0.39,0.0,0.39,0.39,88,44.0,2,34.32,17.16,1,1,0.0,0.0009191176470588235,34.32,Low_Performer
20828,GLITTER BUTTERFLY CLIPS,3.16,1.06,2.1,5.06,1037,4.43,234,2852.28,12.19,111,6,0.33544303797468356,0.10753676470588236,25.696216216216218,Low_Performer
20829,GLITTER HANGING BUTTERFLY STRING,2.46,0.79,1.69,4.21,1284,6.65,193,2659.95,13.78,89,5,0.32113821138211385,0.08869485294117647,29.887078651685393,Low_Performer
20830,SILVER PHOTO FRAME,3.04,1.04,2.1,4.21,136,3.68,37,409.83,11.08,20,2,0.34210526315789475,0.017003676470588234,20.4915,Low_Performer
20831,GOLD PHOTO FRAME,2.74,1.18,0.79,4.21,216,5.54,39,466.53,11.96,20,3,0.43065693430656926,0.017922794117647058,23.3265,Low_Performer
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.75,0.38,0.39,1.66,1065,12.99,82,571.89,6.97,47,3,0.5066666666666667,0.03768382352941176,12.167872340425532,Low_Performer
20835,FRENCH LATTICE CUSHION COVER,2.1,3.6,0.83,11.02,67,8.38,8,65.8,8.22,8,1,1.7142857142857142,0.003676470588235294,8.225,Low_Performer
20836,FRENCH PAISLEY CUSHION COVER,0.83,0.0,0.83,0.83,170,10.0,17,141.1,8.3,14,2,0.0,0.0078125,10.078571428571427,Low_Performer
20837,FRENCH FLORAL CUSHION COVER,0.97,0.55,0.83,2.95,141,9.4,15,142.47,9.5,14,3,0.5670103092783506,0.006893382352941176,10.176428571428572,Low_Performer
20838,FRENCH LATTICE CUSHION COVER,1.87,1.21,0.85,3.29,372,6.76,55,447.96,8.14,30,5,0.6470588235294117,0.025275735294117647,14.931999999999999,Low_Performer
20839,FRENCH PAISLEY CUSHION COVER,2.41,1.69,0.85,9.32,548,5.37,102,810.17,7.94,44,6,0.7012448132780082,0.046875,18.412954545454543,Low_Performer
20840,FRENCH FLORAL CUSHION COVER,1.98,1.5,0.85,9.32,502,7.17,70,588.89,8.41,34,6,0.7575757575757576,0.03216911764705882,17.32029411764706,Low_Performer
20845,ZINC HEART LATTICE 2 WALL PLANTER,6.35,0.0,6.35,6.35,18,1.8,10,114.3,11.43,7,1,0.0,0.004595588235294118,16.32857142857143,Low_Performer
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.61,0.57,1.06,2.51,709,8.15,87,947.36,10.89,50,4,0.3540372670807453,0.03998161764705882,18.9472,Low_Performer
20847,ZINC HEART LATTICE CHARGER LARGE,4.64,1.66,3.75,7.62,51,3.0,17,213.83,12.58,12,3,0.3577586206896552,0.0078125,17.819166666666668,Low_Performer
20848,ZINC HEART LATTICE CHARGER SMALL,2.95,0.0,2.95,2.95,18,2.57,7,53.1,7.59,6,1,0.0,0.003216911764705882,8.85,Low_Performer
20849,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,1,1.0,1,2.08,2.08,1,1,,0.00045955882352941176,2.08,Low_Performer
20851,ZINC HEART LATTICE TRAY OVAL,5.47,1.37,2.08,5.95,10,1.25,8,55.63,6.95,6,2,0.2504570383912249,0.003676470588235294,9.271666666666667,Low_Performer
20854,BLUE PATCH PURSE PINK HEART,1.69,0.27,1.45,3.36,239,5.98,40,378.07,9.45,16,2,0.15976331360946747,0.01838235294117647,23.629375,Low_Performer
20856,DENIM PATCH PURSE PINK BUTTERFLY,1.67,0.21,1.63,3.29,202,3.42,59,334.27,5.67,26,4,0.12574850299401197,0.027113970588235295,12.856538461538461,Low_Performer
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.65,0.0,1.65,1.65,32,4.0,8,52.8,6.6,7,1,0.0,0.003676470588235294,7.542857142857143,Low_Performer
20860,GOLD COSMETICS BAG WITH BUTTERFLY,2.1,,2.1,2.1,1,1.0,1,2.1,2.1,1,1,,0.00045955882352941176,2.1,Low_Performer
20861,GOLD COSMETIC BAG PINK STAR,2.1,0.0,2.1,2.1,2,1.0,2,4.2,2.1,2,1,0.0,0.0009191176470588235,2.1,Low_Performer
20866,BLUE ROSE FABRIC MIRROR,1.52,0.67,0.83,2.51,564,6.88,82,673.24,8.21,33,6,0.44078947368421056,0.03768382352941176,20.401212121212122,Low_Performer
20867,PINK ROSE FABRIC MIRROR,1.33,0.62,0.83,2.51,317,5.37,59,374.71,6.35,23,4,0.46616541353383456,0.027113970588235295,16.29173913043478,Low_Performer
20868,SILVER FABRIC MIRROR,0.73,0.56,0.39,2.46,363,8.44,43,182.3,4.24,29,5,0.767123287671233,0.019761029411764705,6.286206896551724,Low_Performer
20869,GOLD FABRIC MIRROR,0.73,0.64,0.39,2.46,175,6.03,29,84.81,2.92,18,4,0.8767123287671234,0.01332720588235294,4.711666666666667,Low_Performer
20871,OPULENT VELVET SET/3 CANDLES,4.21,,4.21,4.21,2,2.0,1,8.42,8.42,1,1,,0.00045955882352941176,8.42,Low_Performer
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,1.37,0.31,1.25,2.08,24,3.43,7,31.66,4.52,7,1,0.2262773722627737,0.003216911764705882,4.522857142857143,Low_Performer
20886,BOX OF 9 PEBBLE CANDLES,2.46,0.94,1.95,4.21,364,3.68,99,777.22,7.85,54,5,0.38211382113821135,0.04549632352941176,14.392962962962963,Low_Performer
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,21.24,7.36,12.75,25.49,4,1.33,3,89.22,29.74,2,1,0.34651600753295675,0.0013786764705882354,44.61,Low_Performer
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,3.0,1.05,2.1,5.06,260,10.83,24,583.8,24.32,16,3,0.35000000000000003,0.011029411764705883,36.4875,Low_Performer
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,3.71,1.3,2.95,5.79,33,2.2,15,108.71,7.25,10,3,0.3504043126684636,0.006893382352941176,10.870999999999999,Low_Performer
20897,VINTAGE NOTEBOOK PARIS DAYS,3.22,1.31,2.46,5.91,104,4.73,22,289.91,13.18,8,2,0.40683229813664595,0.01011029411764706,36.23875,Low_Performer
20898,VINTAGE NOTEBOOK TRAVELOGUE,2.64,0.24,2.46,2.95,38,2.71,14,105.73,7.55,5,1,0.0909090909090909,0.006433823529411764,21.146,Low_Performer
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,4.43,0.78,4.13,6.35,19,1.27,15,85.13,5.68,3,1,0.1760722347629797,0.006893382352941176,28.376666666666665,Low_Performer
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,7.11,3.94,4.13,12.72,104,2.0,52,649.38,12.49,6,4,0.5541490857946554,0.02389705882352941,108.23,Low_Performer
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,5.48,2.67,4.13,12.72,79,1.46,54,421.17,7.8,11,3,0.4872262773722627,0.024816176470588234,38.28818181818182,Low_Performer
20906,VINTAGE NOTEBOOK BEAUTY GIRL,2.95,0.0,2.95,2.95,3,1.5,2,8.85,4.43,2,1,0.0,0.0009191176470588235,4.425,Low_Performer
20910,VINTAGE PHOTO ALBUM PARIS DAYS,6.35,0.0,6.35,6.35,8,2.67,3,50.8,16.93,2,1,0.0,0.0013786764705882354,25.4,Low_Performer
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3.29,0.97,2.55,5.91,6171,7.21,856,17811.97,20.81,346,12,0.2948328267477204,0.39338235294117646,51.47968208092486,Low_Performer
20931,BLUE POT PLANT CANDLE,5.07,2.25,1.25,7.62,265,4.21,63,945.02,15.0,33,5,0.4437869822485207,0.028952205882352942,28.636969696969697,Low_Performer
20932,PINK POT PLANT CANDLE,4.56,2.27,1.25,7.62,166,5.19,32,507.67,15.86,22,3,0.4978070175438597,0.014705882352941176,23.075909090909093,Low_Performer
20933,YELLOW POT PLANT CANDLE,3.13,0.35,2.95,3.75,23,2.56,9,71.05,7.89,9,1,0.11182108626198083,0.004136029411764706,7.894444444444444,Low_Performer
20934,SET/3 POT PLANT CANDLES,7.19,2.56,5.45,11.02,66,2.13,31,413.56,13.34,20,3,0.3560500695410292,0.014246323529411764,20.678,Low_Performer
20935,ROUND CACTUS CANDLE,2.95,0.0,2.95,2.95,5,1.67,3,14.75,4.92,3,1,0.0,0.0013786764705882354,4.916666666666667,Low_Performer
20936,FORKED CACTUS CANDLE,3.69,1.39,1.25,5.91,93,2.91,32,296.05,9.25,22,2,0.37669376693766937,0.014705882352941176,13.456818181818182,Low_Performer
20941,FROG CANDLE,1.38,0.39,1.25,2.51,64,3.2,20,83.78,4.19,14,3,0.28260869565217395,0.009191176470588236,5.984285714285714,Low_Performer
20950,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,1,1.0,1,2.08,2.08,1,1,,0.00045955882352941176,2.08,Low_Performer
20954,*USB OFFICE MIRROR BALL,8.47,0.0,8.47,8.47,2,1.0,2,16.94,8.47,1,1,0.0,0.0009191176470588235,16.94,Low_Performer
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.78,0.61,1.25,2.51,1081,10.92,99,1698.42,17.16,50,3,0.34269662921348315,0.04549632352941176,33.9684,Low_Performer
20960,WATERMELON BATH SPONGE,2.49,0.03,2.46,2.51,29,2.9,10,72.49,7.25,1,2,0.012048192771084336,0.004595588235294118,72.49,Low_Performer
20961,STRAWBERRY BATH SPONGE,1.81,0.61,1.25,2.51,1161,5.23,222,1654.26,7.45,79,9,0.33701657458563533,0.10202205882352941,20.94,Low_Performer
20963,APPLE BATH SPONGE,1.82,0.61,1.25,2.51,1310,5.8,226,1873.83,8.29,81,8,0.33516483516483514,0.10386029411764706,23.133703703703702,Low_Performer
20964,UNKNOWN_DESCRIPTION,2.08,,2.08,2.08,2,2.0,1,4.16,4.16,1,1,,0.00045955882352941176,4.16,Low_Performer
20966,SANDWICH BATH SPONGE,1.98,0.61,1.06,2.51,713,7.51,95,1016.13,10.7,27,6,0.30808080808080807,0.043658088235294115,37.63444444444445,Low_Performer
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4.1,1.15,2.08,7.62,238,2.9,82,925.02,11.28,63,5,0.2804878048780488,0.03768382352941176,14.682857142857143,Low_Performer
20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.29,1.35,3.29,7.62,1931,6.5,297,7122.06,23.98,155,8,0.3146853146853147,0.13648897058823528,45.94877419354839,Low_Performer
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.19,1.25,3.39,7.62,1078,4.24,254,4085.92,16.09,138,10,0.29832935560859186,0.11672794117647059,29.608115942028984,Low_Performer
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.43,0.45,1.06,2.95,10732,21.64,496,13495.8,27.21,266,12,0.3146853146853147,0.22794117647058823,50.736090225563906,Low_Performer
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.42,0.43,1.06,2.51,6935,11.79,588,8615.83,14.65,305,11,0.3028169014084507,0.2702205882352941,28.248622950819673,Low_Performer
20973,12 PENCIL SMALL TUBE WOODLAND,0.8,0.28,0.55,2.08,4397,12.6,349,3228.21,9.25,184,9,0.35000000000000003,0.16038602941176472,17.544619565217392,Low_Performer
20974,12 PENCILS SMALL TUBE SKULL,0.75,0.23,0.55,1.28,6828,19.62,348,4426.34,12.72,189,8,0.3066666666666667,0.15992647058823528,23.41978835978836,Low_Performer
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.75,0.24,0.55,2.08,6394,18.11,353,4235.07,12.0,223,10,0.32,0.16222426470588236,18.99134529147982,Low_Performer
20977,36 PENCILS TUBE WOODLAND,1.51,0.5,1.06,2.95,1734,9.42,184,2321.18,12.62,112,12,0.33112582781456956,0.08455882352941177,20.724821428571428,Low_Performer
20978,36 PENCILS TUBE SKULLS,1.62,0.56,1.06,2.51,1761,6.83,258,2351.34,9.11,129,8,0.34567901234567905,0.11856617647058823,18.227441860465117,Low_Performer
20979,36 PENCILS TUBE RED RETROSPOT,1.59,0.55,1.06,2.51,3473,11.1,313,4416.96,14.11,159,12,0.3459119496855346,0.14384191176470587,27.779622641509434,Low_Performer
20980,36 PENCILS TUBE POSY,1.05,0.22,0.83,1.25,76,4.0,19,73.16,3.85,10,1,0.20952380952380953,0.008731617647058824,7.316,Low_Performer
20981,12 PENCILS TALL TUBE WOODLAND,0.96,0.28,0.85,1.66,1903,7.96,239,1675.54,7.01,154,13,0.2916666666666667,0.10983455882352941,10.88012987012987,Low_Performer
20982,12 PENCILS TALL TUBE SKULLS,0.96,0.27,0.72,1.63,2069,8.38,247,1808.63,7.32,154,10,0.28125000000000006,0.1135110294117647,11.74435064935065,Low_Performer
20983,12 PENCILS TALL TUBE RED RETROSPOT,0.93,0.24,0.72,1.63,2592,9.74,266,2242.2,8.43,179,12,0.25806451612903225,0.12224264705882353,12.526256983240222,Low_Performer
20984,12 PENCILS TALL TUBE POSY,0.39,0.28,0.29,2.08,3774,22.33,169,1374.32,8.13,132,11,0.717948717948718,0.07766544117647059,10.41151515151515,Low_Performer
20985,HEART CALCULATOR,1.65,0.58,1.06,2.51,1160,8.79,132,1514.42,11.47,64,8,0.3515151515151515,0.06066176470588235,23.6628125,Low_Performer
20986,BLUE CALCULATOR RULER,1.6,0.64,0.83,2.51,649,5.74,113,823.49,7.29,40,3,0.39999999999999997,0.05193014705882353,20.58725,Low_Performer
20992,JAZZ HEARTS PURSE NOTEBOOK,0.55,0.33,0.39,1.66,4350,15.43,282,1915.38,6.79,162,6,0.6,0.12959558823529413,11.823333333333334,Low_Performer
20996,JAZZ HEARTS ADDRESS BOOK,0.32,0.21,0.19,0.85,3128,14.22,220,713.77,3.24,122,4,0.65625,0.10110294117647059,5.8505737704918035,Low_Performer
20997,ROSE DU SUD CUSHION COVER,4.28,0.32,4.13,4.95,58,1.76,33,253.48,7.68,5,3,0.07476635514018691,0.015165441176470588,50.696,Low_Performer
